#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
1447,Brett Harris,695391,695391,29788,12042,*05yca*,ATH,3B,3B,Harris,Brett,Harris,Brett,Brett Harris
1448,Brad Lord,695418,695418,31972,12369,*066du*,WSH,SP,SP,Lord,Brad,Lord,Brad,Brad Lord
1449,Chase Burns,695505,695505,35333,12193,,CIN,SP,SP,Burns,Chase,Burns,Chase,Chase Burns
1450,Jac Caglianone,695506,695506,35041,12211,*05u9q*,KC,1B/OF,1B/OF,Caglianone,Jac,Caglianone,Jac,Jac Caglianone
1451,Chase Petty,695534,695534,30170,12045,*05raz*,CIN,SP,SP,Petty,Chase,Petty,Chase,Chase Petty
1452,Jackson Jobe,695549,695549,30203,11897,*05rb0*,DET,SP,SP,Jobe,Jackson,Jobe,Jackson,Jackson Jobe
1453,James Wood,695578,695578,29518,11750,*05rat*,WSH,OF,OF,Wood,James,Wood,James,James Wood
1454,Carter Jensen,695600,695600,29478,12456,*05vy5*,KC,DH,C,Jensen,Carter,Jensen,Carter,Carter Jensen
1455,Colson Montgomery,695657,695657,29712,11892,*05rch*,CHW,SS/3B,SS/3B,Montgomery,Colson,Montgomery,Colson,Colson Montgomery
1456,Harry Ford,695670,695670,29958,11937,*05raw*,WSH,C,C,Ford,Harry,Ford,Harry,Harry Ford
1457,Christian Moore,695681,695681,34979,12194,*06cq8*,LAA,2B,2B,Moore,Christian,Moore,Christian,Christian Moore
1458,Daylen Lile,695734,695734,29995,12364,*05t2b*,WSH,OF,OF,Lile,Daylen,Lile,Daylen,Daylen Lile
1459,Josh Stephan,695776,695776,sa3015286,11958,*05y5g*,TEX,SP,SP,Stephan,Josh,Stephan,Josh,
1460,Alejandro Osuna,696030,696030,27915,12300,*05r3s*,TEX,OF,OF,Osuna,Alejandro,Osuna,Alejandro,Alejandro Osuna
1461,Hunter Goodman,696100,696100,29715,11848,*05u2v*,COL,C/OF,C/OF,Goodman,Hunter,Goodman,Hunter,Hunter Goodman
1462,Mason Black,696131,696131,30171,11888,*05r3g*,KC,SP,SP,Black,Mason,Black,Mason,Mason Black
1463,Jordan Wicks,696136,696136,30094,11847,*05r1d*,CHC,SP,SP,Wicks,Jordan,Wicks,Jordan,Jordan Wicks
1464,Hagen Smith,696146,696146,sa3025544,12196,,CHW,SP,SP,Smith,Hagen,Smith,Hagen,
1465,Sam Bachman,696147,696147,29754,11796,*05rb4*,LAA,RP,RP,Bachman,Sam,Bachman,Sam,Sam Bachman
1466,Bubba Chandler,696149,696149,29868,12035,*05rik*,PIT,SP,SP,Chandler,Bubba,Chandler,Bubba,Bubba Chandler
1467,Ryan Johnson,696270,696270,35325,12368,*05zq4*,LAA,RP,RP,Johnson,Ryan,Johnson,Ryan,Ryan Johnson
1468,Jacob Young,696285,696285,29931,11846,*05yaf*,WSH,OF,OF,Young,Jacob,Young,Jacob,Jacob Young
1469,Joe Rock,697812,697812,30016,12256,*05tdd*,TB,RP,RP,Rock,Joe,Rock,Joe,Joe Rock
1470,Miguel Ullola,699044,699044,sa3016504,12298,*061xq*,HOU,SP,SP,Ullola,Miguel,Ullola,Miguel,
1471,Hector Rodriguez,699302,699302,sa3015828,12030,*05xse*,CIN,OF,OF,Rodriguez,Hector,Rodriguez,Hector,
1472,Ivan Melendez,699471,699471,sa3019859,11944,*060ih*,ARI,3B,3B,Melendez,Ivan,Melendez,Ivan,
1473,Jimmy Crooks,699625,699625,31354,12450,*06434*,STL,C,C,Crooks,Jimmy,Crooks,Jimmy,Jimmy Crooks
1474,Troy Taylor,700187,700187,31883,12147,*065ns*,SEA,RP,RP,Taylor,Troy,Taylor,Troy,Troy Taylor
1475,Michael McGreevy,700241,700241,29869,12137,*05sr2*,STL,SP,SP,McGreevy,Michael,McGreevy,Michael,Michael McGreevy
1476,Trey Sweeney,700242,700242,29575,12155,*05tuw*,DET,SS,SS,Sweeney,Trey,Sweeney,Trey,Trey Sweeney
1477,Carson Williams,700246,700246,30038,12024,*05t9n*,TB,SS,SS,Williams,Carson,Williams,Carson,Carson Williams
1478,Cade Povich,700249,700249,30055,11924,*05xop*,BAL,SP,SP,Povich,Cade,Povich,Cade,Cade Povich
1479,Ben Rice,700250,700250,29576,11911,*05yo5*,NYY,C/1B,C/1B,Rice,Ben,Rice,Ben,Ben Rice
1480,Yilber Diaz,700270,700270,29271,12125,*06agh*,ARI,RP,RP,Diaz,Yilber,Díaz,Yilber,Yilber Díaz
1481,Edgar Quero,700337,700337,28022,12191,*05un2*,CHW,C,C,Quero,Edgar,Quero,Edgar,Edgar Quero
1482,AJ Smith-Shawver,700363,700363,29960,11774,*05uy5*,ATL,SP,SP,Smith-Shawver,AJ,Smith-Shawver,AJ,AJ Smith-Shawver
1483,Gordon Graceffo,700669,700669,29519,11598,*05wxw*,STL,RP,RP,Graceffo,Gordon,Graceffo,Gordon,Gordon Graceffo
1484,Kyle Manzardo,700932,700932,29794,11600,*05rfu*,CLE,1B,1B,Manzardo,Kyle,Manzardo,Kyle,Kyle Manzardo
1485,Logan VanWey,701121,701121,31884,12376,*06l4y*,HOU,RP,RP,VanWey,Logan,VanWey,Logan,Logan VanWey
1486,Zach Dezenzo,701305,701305,31562,12145,*0641c*,HOU,1B/OF,1B/OF,Dezenzo,Zach,Dezenzo,Zach,Zach Dezenzo
1487,Jackson Ferris,701328,701328,sa3020891,12324,*05u6g*,LAD,SP,SP,Ferris,Jackson,Ferris,Jackson,
1488,Roman Anthony,701350,701350,31812,11948,*05u9z*,BOS,OF,OF,Anthony,Roman,Anthony,Roman,Roman Anthony
1489,Cam Smith,701358,701358,35108,12331,*060jo*,HOU,3B/OF,3B/OF,Smith,Cam,Smith,Cam,Cam Smith
1490,Sal Stewart,701398,701398,31505,12453,*05u9o*,CIN,1B,1B,Stewart,Sal,Stewart,Sal,Sal Stewart
1491,Pierson Ohl,701487,701487,30179,12432,,MIN,RP,RP,Ohl,Pierson,Ohl,Pierson,Pierson Ohl
1492,Jackson Merrill,701538,701538,29490,11891,*05ua7*,SD,OF,OF,Merrill,Jackson,Merrill,Jackson,Jackson Merrill
1493,Will Warren,701542,701542,30182,11898,*05yaz*,NYY,SP,SP,Warren,Will,Warren,Will,Will Warren
1494,David Festa,701581,701581,30056,11902,*05yav*,MIN,SP,SP,Festa,David,Festa,David,David Festa
1495,Grant Hartwig,701643,701643,29946,11814,*06615*,MIN,RP,RP,Hartwig,Grant,Hartwig,Grant,Grant Hartwig
1496,James Triantos,701649,701649,sa3017295,11951,*05ucf*,CHC,2B,2B,Triantos,James,Triantos,James,
1497,Logan Henderson,701656,701656,31475,12238,*05uo2*,MIL,SP,SP,Henderson,Logan,Henderson,Logan,Logan Henderson
1498,Nathan Church,701675,701675,31357,12444,*064n8*,STL,OF,OF,Church,Nathan,Church,Nathan,Nathan Church
1499,Hao-Yu Lee,701678,701678,sa3017863,12353,*05u2k*,DET,2B,2B,Lee,Hao-Yu,Lee,Hao-Yu,
1500,Nick Kurtz,701762,701762,35110,12222,*062k5*,ATH,1B,1B,Kurtz,Nick,Kurtz,Nick,Nick Kurtz
1501,Justin Armbruester,701859,701859,sa3017548,12044,*05yo1*,NYM,RP,RP,Armbruester,Justin,Armbruester,Justin,
1502,Will Dion,702021,702021,sa3017850,11957,*05xtu*,CLE,SP,SP,Dion,Will,Dion,Will,
1503,Trey Yesavage,702056,702056,35456,12463,,TOR,SP,SP,Yesavage,Trey,Yesavage,Trey,Trey Yesavage
1504,Noah Cameron,702070,702070,30184,12201,*05ycf*,KC,SP,SP,Cameron,Noah,Cameron,Noah,Noah Cameron
1505,Alan Roden,702176,702176,31564,12210,*061yt*,MIN,OF,OF,Roden,Alan,Roden,Alan,Alan Roden
1506,Andrew Morris,702193,702193,sa3020569,12205,*0648r*,MIN,RP,RP,Morris,Andrew,Morris,Andrew,
1507,Justin Crawford,702222,702222,sa3020240,12303,*05y30*,PHI,OF,OF,Crawford,Justin,Crawford,Justin,
1508,Druw Jones,702258,702258,sa3020676,11747,*05tdk*,ARI,OF,OF,Jones,Druw,Jones,Druw,
1509,Noah Schultz,702273,702273,sa3020949,12197,*05uc7*,CHW,SP,SP,Schultz,Noah,Schultz,Noah,
1510,Robby Snelling,702281,702281,sa3020707,11907,*061mh*,MIA,SP,SP,Snelling,Robby,Snelling,Robby,
1511,Cole Young,702284,702284,31680,12249,*05y7x*,SEA,2B/SS,2B/SS,Young,Cole,Young,Cole,Cole Young
1512,RJ Schreck,702302,702302,sa3022602,12339,*0603l*,TOR,OF,OF,Schreck,RJ,Schreck,RJ,
1513,Caleb Durbin,702332,702332,29646,12204,*05y4b*,MIL,2B/3B,2B/SS/ 3B,Durbin,Caleb,Durbin,Caleb,Caleb Durbin
1514,Haydn McGeary,702333,702333,sa3020133,11950,*0603s*,CHC,1B,1B,McGeary,Haydn,McGeary,Haydn,
1515,Spencer Bivens,702352,702352,30226,12106,*06kvo*,SF,RP,RP,Bivens,Spencer,Bivens,Spencer,Spencer Bivens
1516,Trey Lipscomb,702358,702358,31567,12068,*0612z*,WSH,3B,3B,Lipscomb,Trey,Lipscomb,Trey,Trey Lipscomb
1517,Jimmy Joyce,702460,702460,sa3016914,12018,*066sr*,SEA,SP,SP,Joyce,Jimmy,Joyce,Jimmy,
1518,Jett Williams,702518,702518,sa3020134,11923,*060la*,NYM,SS,SS,Williams,Jett,Williams,Jett,
1519,Jackson Holliday,702616,702616,31781,11751,*05ybv*,BAL,2B,2B/SS,Holliday,Jackson,Holliday,Jackson,Jackson Holliday
1520,Caden Dana,702674,702674,31508,12171,*063e5*,LAA,SP,SP,Dana,Caden,Dana,Caden,Caden Dana
1521,Ryan Loutos,702795,702795,29521,12090,*062sf*,SEA,RP,RP,Loutos,Ryan,Loutos,Ryan,Ryan Loutos
1522,Lazaro Montes,703155,703155,sa3018409,12304,*05rfc*,SEA,OF,OF,Montes,Lazaro,Montes,Lazaro,
1523,Jarlin Susana,703186,703186,sa3018808,12348,*05y7n*,WSH,SP,SP,Susana,Jarlin,Susana,Jarlin,
1524,Parker Messick,800048,800048,31986,12215,*05tzn*,CLE,SP,SP,Messick,Parker,Messick,Parker,Parker Messick
1525,Adam Mazur,800049,800049,31900,12100,*060gg*,MIA,SP,SP,Mazur,Adam,Mazur,Adam,Adam Mazur
1526,Chase DeLauter,800050,800050,32127,11919,*05uei*,CLE,OF,OF,DeLauter,Chase,DeLauter,Chase,Chase DeLauter
1527,Didier Fuentes,800311,800311,30661,12415,,ATL,SP,SP,Fuentes,Didier,Fuentes,Didier,Didier Fuentes
1528,Payton Tolle,801139,801139,35466,12452,,BOS,SP,SP,Tolle,Payton,Tolle,Payton,Payton Tolle
1529,Chase Dollander,801403,801403,33482,12209,*05yj0*,COL,SP,SP,Dollander,Chase,Dollander,Chase,Chase Dollander
1530,J.J. Wetherholt,802139,802139,sa3025154,12302,,STL,SS,SS,Wetherholt,J.J.,Wetherholt,J.J.,
1531,Drue Hackenberg,802357,802357,sa3023304,12262,*062e9*,ATL,SP,SP,Hackenberg,Drue,Hackenberg,Drue,
1532,Chandler Simpson,802415,802415,31912,12212,*0622w*,TB,OF,OF,Simpson,Chandler,Simpson,Chandler,Chandler Simpson
1533,Thomas Harrington,802419,802419,31989,12207,*05zya*,PIT,SP,SP,Harrington,Thomas,Harrington,Thomas,Thomas Harrington
1534,Reid VanScoter,804577,804577,sa3020839,12060,*064wg*,SEA,SP,SP,VanScoter,Reid,VanScoter,Reid,
1535,Jonah Tong,804636,804636,32157,12344,,NYM,SP,SP,Tong,Jonah,Tong,Jonah,Jonah Tong
1536,AJ Blubaugh,805123,805123,31764,12389,*0649e*,HOU,SP,SP,Blubaugh,AJ,Blubaugh,AJ,AJ Blubaugh
1537,Otto Kemp,805249,805249,31792,12338,*066al*,PHI,1B/3B/ OF,1B/3B/ OF,Kemp,Otto,Kemp,Otto,Otto Kemp
1538,Jakob Marsee,805300,805300,31370,11939,*065ji*,MIA,OF,OF,Marsee,Jakob,Marsee,Jakob,Jakob Marsee
1539,Chase Meidroth,805367,805367,31580,12227,*0648n*,CHW,2B/SS,2B/SS/ 3B,Meidroth,Chase,Meidroth,Chase,Chase Meidroth
1540,Nacho Alvarez Jr.,805373,805373,31765,12129,*064da*,ATL,2B/3B,2B/3B,Alvarez Jr.,Nacho,Alvarez Jr.,Nacho,Nacho Alvarez Jr.
1541,Zebby Matthews,805673,805673,31827,12148,*066cf*,MIN,SP,SP,Matthews,Zebby,Matthews,Zebby,Zebby Matthews
1542,Jacob Wilson,805779,805779,33266,12127,*0622t*,ATH,SS,SS,Wilson,Jacob,Wilson,Jacob,Jacob Wilson
1543,Walker Jenkins,805805,805805,sa3022894,12040,*05u3v*,MIN,DH,OF,Jenkins,Walker,Jenkins,Walker,
1544,Bryce Eldridge,805811,805811,33390,12202,*05u96*,SF,1B,1B,Eldridge,Bryce,Eldridge,Bryce,Bryce Eldridge
1545,Zach Cole,805904,805904,31583,12461,*066db*,HOU,OF,OF,Cole,Zach,Cole,Zach,Zach Cole
1546,Hayden Birdsong,806185,806185,31635,12026,*06650*,SF,SP,SP,Birdsong,Hayden,Birdsong,Hayden,Hayden Birdsong
1547,Cooper Pratt,806198,806198,sa3022867,12354,*067xj*,MIL,SS,SS,Pratt,Cooper,Pratt,Cooper,
1548,Ethan Salas,806956,806956,sa3020881,11949,*05ybr*,SD,C,C,Salas,Ethan,Salas,Ethan,
1549,Luis Morales,806960,806960,32227,12434,*0662m*,ATH,SP,SP,Morales,Luis,Morales,Luis,Luis Morales
1550,Sebastian Walcott,806964,806964,sa3021069,12346,*0662o*,TEX,SS,SS,Walcott,Sebastian,Walcott,Sebastian,
1551,Luke Keaschall,807712,807712,33321,12228,*05zh9*,MIN,2B,1B/2B/ OF,Keaschall,Luke,Keaschall,Luke,Luke Keaschall
1552,Matt Shaw,807713,807713,33322,11921,*063vu*,CHC,3B,2B/SS/ 3B,Shaw,Matt,Shaw,Matt,Matt Shaw
1553,Masataka Yoshida,807799,807799,31837,11629,*05rc3*,BOS,DH,OF,Yoshida,Masataka,Yoshida,Masataka,Masataka Yoshida
1554,Roki Sasaki,808963,808963,35323,11940,*05gdz*,LAD,SP,SP,Sasaki,Roki,Sasaki,Roki,Roki Sasaki
1555,Yoshinobu Yamamoto,808967,808967,33825,11883,*05r8n*,LAD,SP,SP,Yamamoto,Yoshinobu,Yamamoto,Yoshinobu,Yoshinobu Yamamoto
1556,Hyeseong Kim,808975,808975,35322,12214,*06in4*,LAD,2B/OF,2B/SS/ OF,Kim,Hyeseong,Kim,Hyeseong,Hyeseong Kim
1557,Jung Hoo Lee,808982,808982,33824,11903,*05m49*,SF,OF,OF,Lee,Jung Hoo,Lee,Jung Hoo,Jung Hoo Lee
1558,Charlie Condon,809707,809707,sa3025257,12189,*06alk*,COL,3B,3B,Condon,Charlie,Condon,Charlie,
1559,Ben Williamson,810938,810938,33197,12377,*06dqd*,SEA,3B,3B,Williamson,Ben,Williamson,Ben,Ben Williamson
1560,Connelly Early,813349,813349,33666,12459,,BOS,SP,SP,Early,Connelly,Early,Connelly,Connelly Early
1561,Jake Bloss,814005,814005,33168,12109,*06dqi*,TOR,SP,SP,Bloss,Jake,Bloss,Jake,Jake Bloss
1562,Leodalis De Vries,815888,815888,sa3023363,12299,*067yc*,ATH,SS,SS,De Vries,Leodalis,De Vries,Leodalis,
1563,Jesus Made,815908,815908,sa3024108,12352,,MIL,SS,SS,Made,Jesus,Made,Jesus,
1564,Payton Eeles,823356,823356,sa3023622,12234,*06ltg*,BAL,2B,2B,Eeles,Payton,,,
1565,Shinnosuke Ogasawara,829272,829272,35324,12224,*06l54*,WSH,SP,SP,Ogasawara,Shinnosuke,Ogasawara,Shinnosuke,Shinnosuke Ogasawara
1566,Shohei Ohtani,660271,6602710,19755,9810,*02yc4*,LAD,DH,DH,Ohtani,Shohei,Ohtani,Shohei,Shohei Ohtani
