Name,MLBID,FGID,FGSlug
brandan bidois,684049,sa3015277,brandan-bidois
branden boissiere,680998,,branden-boissiere
brando mayea,806963,,brando-mayea
brandon barriera,702255,sa3020683,brandon-barriera
brandon beckel,699552,,brandon-beckel
brandon bielak,656232,19866,brandon-bielak
brandon birdsell,,sa3020797,brandon-birdsell
brandon butterworth,822578,sa3025264,brandon-butterworth
brandon cain,827610,,brandon-cain
brandon cassedy,836164,,brandon-cassedy
brandon clarke,700251,sa3067144,brandon-clarke
brandon compton,703680,sa3029229,brandon-compton
brandon decker,804698,,brandon-decker
brandon downer,827317,,brandon-downer
brandon drury,592273,11615,brandon-drury
brandon eike,694806,,brandon-eike
brandon eisert,685126,,brandon-eisert
brandon forrester,822162,,brandon-forrester
brandon hughes,676714,23460,brandon-hughes
brandon jaime,811366,,brandon-jaime
brandon johnson,699489,,brandon-johnson
brandon langley,835236,,brandon-langley
brandon leibrandt,605335,16135,brandon-leibrandt
brandon lockridge,663604,21496,brandon-lockridge
brandon lowe,664040,18882,brandon-lowe
brandon marsh,669016,20202,brandon-marsh
brandon neeck,677957,,brandon-neeck
brandon neely,695632,,brandon-neely
brandon nimmo,607043,12927,brandon-nimmo
brandon pfaadt,694297,27782,brandon-pfaadt
brandon sproat,687075,33850,brandon-sproat
brandon valenzuela,678218,,brandon-valenzuela
brandon vasquez,821616,,brandon-vasquez
brandon waddell,663399,18347,brandon-waddell
brandon walter,687888,26056,brandon-walter
brandon white,681449,,brandon-white
brandon williamson,682227,25463,brandon-williamson
brandon winokur,806263,sa3022613,brandon-winokur
brandon woodruff,605540,16162,brandon-woodruff
brandon young,687064,27819,brandon-young
brandt thompson,825576,,brandt-thompson
brandyn garcia,805299,33568,brandyn-garcia
branneli franco,815919,,branneli-franco
branny de oleo,808067,,branny-de-oleo
brant hurter,676428,30133,brant-hurter
braxton ashcraft,677952,23793,braxton-ashcraft
braxton bragg,,sa3023303,braxton-bragg
braxton fulford,690924,29704,braxton-fulford
braxton garrett,666129,21844,braxton-garrett
braxton roxby,694820,,braxton-roxby
brayan amoroso,820994,,brayan-amoroso
brayan bello,678394,23920,brayan-bello
brayan buelvas,683454,,brayan-buelvas
brayan cabello,703082,,brayan-cabello
brayan cortesia,829049,,brayan-cortesia
brayan mendoza,694207,,brayan-mendoza
brayan narvaez,808352,,brayan-narvaez
brayan orrantia,821366,,brayan-orrantia
brayan rocchio,677587,23690,brayan-rocchio
brayan vergara,815758,,brayan-vergara
brayden corn,836068,,brayden-corn
brayden heidel,828419,,brayden-heidel
brayden smith,829670,,brayden-smith
brayden spears,687168,,brayden-spears
brayden taylor,694966,sa3022921,brayden-taylor
braydon fisher,680755,24609,braydon-fisher
braydon risley,836083,,braydon-risley
braydon tucker,685319,,braydon-tucker
braylen wimmer,687918,sa3022671,braylen-wimmer
braylin morel,,sa3021229,braylin-morel
braylin tavera,703178,,braylin-tavera
braylon doughty,815785,sa3067030,braylon-doughty
braylon owens,823182,,braylon-owens
braylon payne,815520,sa3025647,braylon-payne
braylon whitaker,828519,,braylon-whitaker
brenan hanifee,669724,22304,brenan-hanifee
brendan beck,694341,,brendan-beck
brendan cellucci,676454,,brendan-cellucci
brendan donovan,680977,24679,brendan-donovan
brendan girton,694858,sa3025584,brendan-girton
brendan jones,800957,sa3025253,brendan-jones
brendan mckay,656713,20186,brendan-mckay
brendan rodgers,663898,17907,brendan-rodgers
brendan summerhill,804911,sa3043325,brendan-summerhill
brendan tunink,815665,sa3067275,brendan-tunink
brendan white,686839,26024,brendan-white
brendon little,663893,21574,brendon-little
brennan bernardino,657514,16835,brennan-bernardino
brennan milone,686810,,brennan-milone
brennan orf,804710,,brennan-orf
brennan stuprich,834863,,brennan-stuprich
brennen davis,680695,sa3007876,brennen-davis
brent francisco,828671,,brent-francisco
brent headrick,687396,27702,brent-headrick
brent honeywell jr.,641703,16466,brent-honeywell-jr
brent iredale,821348,,brent-iredale
brent rooker,667670,19627,brent-rooker
brent suter,608718,13942,brent-suter
brenton doyle,686668,25479,brenton-doyle
brett banks,688781,,brett-banks
brett bateman,703520,,brett-bateman
brett baty,683146,26123,brett-baty
brett callahan,814430,,brett-callahan
brett de geus,676969,23592,brett-de-geus
brett gillis,702094,,brett-gillis
brett harris,695391,29788,brett-harris
brett kerry,695049,,brett-kerry
brett sears,822412,,brett-sears
brett squires,689531,,brett-squires
brett sullivan,664954,18217,brett-sullivan
brett wichrowski,814489,sa3023366,brett-wichrowski
brett wisely,689172,27735,brett-wisely
brewer hicklen,676551,20450,brewer-hicklen
breyias dean,808686,,breyias-dean
breyson guedez,829052,,breyson-guedez
brian anderson,605119,18289,brian-anderson
brian curley,826536,MISSING,brian-curley
brian fitzpatrick,702153,,brian-fitzpatrick
brian holiday,701509,,brian-holiday
brian kalmer,687260,,brian-kalmer
brian moran,572383,9646,brian-moran
brian navarreto,640459,16398,brian-navarreto
brian sanchez,809331,,brian-sanchez
brian serven,661531,19422,brian-serven
brian tiburcio,830456,,brian-tiburcio
brian van belle,687003,,brian-van-belle
brian walters,805758,,brian-walters
brian zeldin,823227,,brian-zeldin
brice matthews,694728,33280,brice-matthews
brice turang,668930,22186,brice-turang
briggs mckenzie,828987,MISSING,briggs-mckenzie
brock burke,656271,17968,brock-burke
brock jones,677342,,brock-jones
brock moore,822160,,brock-moore
brock porter,702548,,brock-porter
brock rodden,801126,,brock-rodden
brock stewart,592779,16727,brock-stewart
brock vradenburg,802544,,brock-vradenburg
brock wilken,694385,sa3022499,brock-wilken
brody brecht,701679,sa3027632,brody-brecht
brody donay,701330,,brody-donay
brody fowler,703415,,brody-fowler
brody hopkins,811315,sa3023515,brody-hopkins
brody jessee,689297,,brody-jessee
brody moore,690914,,brody-moore
broedy poppell,701435,,broedy-poppell
brooks baldwin,681460,31394,brooks-baldwin
brooks bryan,804871,,brooks-bryan
brooks caple,699944,,brooks-caple
brooks kriske,621139,21189,brooks-kriske
brooks lee,686797,31595,brooks-lee
brooks raley,548384,10061,brooks-raley
browm martinez,821129,,browm-martinez
bruce zimmermann,669145,20370,bruce-zimmermann
bruin agbayani,,sa3069188,bruin-agbayani
brusdar graterol,660813,20367,brusdar-graterol
bryan abreu,650556,16609,bryan-abreu
bryan acuna,703195,,bryan-acuna
bryan andrade,800182,,bryan-andrade
bryan arendt,701699,,bryan-arendt
bryan baker,641329,19804,bryan-baker
bryan balzer,808893,,bryan-balzer
bryan broecker,802541,,bryan-broecker
bryan de la cruz,650559,19600,bryan-de-la-cruz
bryan hoeing,663773,26304,bryan-hoeing
bryan hudson,663542,19924,bryan-hudson
bryan king,687911,25890,bryan-king
bryan lara,832440,,bryan-lara
bryan lavastida,681526,24765,bryan-lavastida
bryan magdaleno,692447,,bryan-magdaleno
bryan martinez,808115,,bryan-martinez
bryan mata,667356,sa917784,bryan-mata
bryan mena,700167,,bryan-mena
bryan perez,700169,,bryan-perez
bryan polanco,702877,,bryan-polanco
bryan ramos,682868,25621,bryan-ramos
bryan reynolds,668804,19326,bryan-reynolds
bryan rincon,804858,,bryan-rincon
bryan rivera,800469,,bryan-rivera
bryan sammons,676614,20462,bryan-sammons
bryan shaw,543766,8110,bryan-shaw
bryan torres,663494,sa885119,bryan-torres
bryan woo,693433,30279,bryan-woo
bryant betancourt,700164,sa3015846,bryant-betancourt
bryant mendez,698915,,bryant-mendez
bryant olson,825926,,bryant-olson
bryce alewine,828508,,bryce-alewine
bryce archie,804643,,bryce-archie
bryce conley,676785,,bryce-conley
bryce cunningham,,sa3029687,bryce-cunningham
bryce eblin,694469,,bryce-eblin
bryce elder,693821,27779,bryce-elder
bryce eldridge,805811,33390,bryce-eldridge
bryce harper,547180,11579,bryce-harper
bryce jarvis,686826,27477,bryce-jarvis
bryce jenkins,808743,,bryce-jenkins
bryce johnson,669369,20002,bryce-johnson
bryce martin-grudzielanek,701727,,bryce-martin-grudzielanek
bryce mayer,809343,sa3025558,bryce-mayer
bryce meccage,815501,sa3067069,bryce-meccage
bryce miller,682243,29837,bryce-miller
bryce montes de oca,656755,21319,bryce-montes-de-oca
bryce osmond,683098,,bryce-osmond
bryce rainer,800614,sa3066592,bryce-rainer
bryce shaffer,815144,,bryce-shaffer
bryce teodosio,669326,29524,bryce-teodosio
bryce warrecker,,sa3023364,bryce-warrecker
brycen mautz,802408,sa3020710,brycen-mautz
bryse wilson,669060,19990,bryse-wilson
bryson hammer,694811,,bryson-hammer
bryson stott,681082,26294,bryson-stott
bryson van sickle,809819,,bryson-van-sickle
bryson ware,694310,,bryson-ware
bubba chandler,696149,29868,bubba-chandler
buck farmer,571656,14814,buck-farmer
buddy kennedy,671083,22505,buddy-kennedy
burch smith,572143,12784,burch-smith
byron buxton,621439,14161,byron-buxton
byron castillo,808092,,byron-castillo
byron chourio,805102,,byron-chourio
c.j. culpepper,690217,,cj-culpepper
c.j. pittaro,694953,,cj-pittaro
c.j. stubbs,667690,,cj-stubbs
cade cavalli,676917,27473,cade-cavalli
cade citelli,699530,,cade-citelli
cade crossland,827265,,cade-crossland
cade denton,814106,,cade-denton
cade doughty,683103,,cade-doughty
cade feeney,814366,,cade-feeney
cade fergus,681495,,cade-fergus
cade gibson,806188,31815,cade-gibson
cade horton,690990,31872,cade-horton
cade hunter,687192,,cade-hunter
cade kuehler,805780,,cade-kuehler
cade marlowe,687799,25505,cade-marlowe
cade mcgee,801629,,cade-mcgee
cade obermueller,,MISSING,cade-obermueller
cade povich,700249,30055,cade-povich
cade smith,671922,27867,cade-smith
cade smith,671922,sa3023371,cade-smith
cade vernon,827293,,cade-vernon
cade winquest,685464,,cade-winquest
caden bodine,805207,sa3027305,caden-bodine
caden connor,804645,,caden-connor
caden dana,702674,31508,caden-dana
caden favors,801129,,caden-favors
caden grice,694364,,caden-grice
caden hunter,827267,,caden-hunter
caden kendle,814522,,caden-kendle
caden merritt,834846,,caden-merritt
caden monke,681387,,caden-monke
caden powell,702547,,caden-powell
caden rose,694896,,caden-rose
caden scarborough,807291,sa3025060,caden-scarborough
caden wooster,813770,,caden-wooster
caedmon parker,696488,,caedmon-parker
cal conley,695462,,cal-conley
cal mitchell,668751,22169,cal-mitchell
cal quantrill,615698,19312,cal-quantrill
cal raleigh,663728,21534,cal-raleigh
cal riehl,836166,,cal-riehl
cal stark,808744,,cal-stark
cal stevenson,670276,22411,cal-stevenson
cale wetwiska,835054,,cale-wetwiska
caleb baragar,670056,19231,caleb-baragar
caleb bartolero,680960,,caleb-bartolero
caleb bonemer,815352,sa3067043,caleb-bonemer
caleb boushley,676961,19736,caleb-boushley
caleb cali,687730,,caleb-cali
caleb durbin,702332,29646,caleb-durbin
caleb ferguson,657571,19349,caleb-ferguson
caleb freeman,673965,,caleb-freeman
caleb hobson,805931,,caleb-hobson
caleb kilian,668873,26213,caleb-kilian
caleb leys,834393,,caleb-leys
caleb lomavita,701616,,caleb-lomavita
caleb ricketts,681080,,caleb-ricketts
caleb smith,592761,14875,caleb-smith
caleb thielbar,573204,10078,caleb-thielbar
callan moss,801978,sa3025392,callan-moss
calvin bickerstaff,814810,,calvin-bickerstaff
calvin faucher,676534,20116,calvin-faucher
calvin harris,691941,,calvin-harris
cam alldred,682027,25078,cam-alldred
cam booser,592155,,cam-booser
cam caminiti,807284,sa3025607,cam-caminiti
cam cannarella,703448,sa3028360,cam-cannarella
cam clayton,701784,,cam-clayton
cam collier,702253,sa3020131,cam-collier
cam day,701764,,cam-day
cam devanney,687478,,cam-devanney
cam eden,686490,25476,cam-eden
cam lee,834852,,cam-lee
cam leiter,804942,MISSING,cam-leiter
cam maldonado,809686,sa3036900,cam-maldonado
cam sanders,676742,,cam-sanders
cam schlittler,693645,32095,cam-schlittler
cam schuelke,807575,,cam-schuelke
cam smith,701358,35108,cam-smith
cam tilly,806704,,cam-tilly
cam vieaux,664944,19529,cam-vieaux
cam walty,808754,,cam-walty
camden janik,812518,,camden-janik
camden lohman,834242,,camden-lohman
camden minacci,695229,,camden-minacci
camden troyer,803131,,camden-troyer
cameron barstad,677319,,cameron-barstad
cameron cauley,695508,sa3017167,cameron-cauley
cameron decker,806306,,cameron-decker
cameron foster,671382,,cameron-foster
cameron keshock,804999,,cameron-keshock
cameron leary,802474,,cameron-leary
cameron millar,832698,,cameron-millar
cameron nelson,806174,,cameron-nelson
cameron nickens,800728,,cameron-nickens
cameron nohos,823208,,cameron-nohos
cameron sisneros,815133,,cameron-sisneros
cameron weston,687721,,cameron-weston
camilo diaz,806969,,camilo-diaz
camilo doval,666808,21992,camilo-doval
camron hill,701320,,camron-hill
canaan smith-njigba,675986,23264,canaan-smith-njigba
cannon peebles,702555,,cannon-peebles
cannon pickell,695384,,cannon-pickell
canyon brown,701401,,canyon-brown
capri ortiz,800194,,capri-ortiz
cardell thibodeaux,830964,,cardell-thibodeaux
carl edwards jr.,605218,13607,carl-edwards-jr
carlos alvarez,825419,,carlos-alvarez
carlos bello,830470,,carlos-bello
carlos benavides,829694,,carlos-benavides
carlos caripa,821256,,carlos-caripa
carlos caro,814261,,carlos-caro
carlos carra,820902,,carlos-carra
carlos carrasco,471911,6632,carlos-carrasco
carlos castillo,112111,1002060,carlos-castillo
carlos castillo,112111,1002060,carlos-castillo
carlos colmenarez,694181,,carlos-colmenarez
carlos concepcion,808393,,carlos-concepcion
carlos correa,621043,14162,carlos-correa
carlos cortes,666126,21842,carlos-cortes
carlos de la rosa,822215,,carlos-de-la-rosa
carlos de sousa,808306,,carlos-de-sousa
carlos done,821152,,carlos-done
carlos done,821152,,carlos-done
carlos duran,679922,,carlos-duran
carlos duran,679922,,carlos-duran
carlos espinosa,800514,,carlos-espinosa
carlos estevez,608032,14542,carlos-estevez
carlos franco,691863,,carlos-franco
carlos gonzalez,801262,,carlos-gonzalez
carlos gutierrez,806872,,carlos-gutierrez
carlos gutierrez,806872,sa3022336,carlos-gutierrez
carlos guzman,664346,,carlos-guzman
carlos hernandez,672578,22713,carlos-hernandez
carlos jimenez,692039,,carlos-jimenez
carlos jimenez,692039,,carlos-jimenez
carlos jorge,699115,sa3016722,carlos-jorge
carlos lagrange,801739,sa3019390,carlos-lagrange
carlos lequerica,701557,,carlos-lequerica
carlos linarez,701800,,carlos-linarez
carlos lopez,815856,,carlos-lopez
carlos marcano,700354,,carlos-marcano
carlos martinez,829931,,carlos-martinez
carlos martinez,838934,,carlos-martinez
carlos mateo,808102,,carlos-mateo
carlos matias,820993,,carlos-matias
carlos mendoza,118943,1008759,carlos-mendoza
carlos narvaez,665966,19722,carlos-narvaez
carlos ochoa,821120,,carlos-ochoa
carlos olivo,821635,,carlos-olivo
carlos pacheco,800149,,carlos-pacheco
carlos pena,150289,934,carlos-pena
carlos perez,542208,10642,carlos-perez
carlos perez,542208,10642,carlos-perez
carlos perez,542208,10642,carlos-perez
carlos renzullo,827281,sa3024879,carlos-renzullo
carlos rey,692229,,carlos-rey
carlos rodon,607074,16137,carlos-rodon
carlos rodriguez,692230,30161,carlos-rodriguez
carlos rodriguez,692230,,carlos-rodriguez
carlos rodriguez,692230,,carlos-rodriguez
carlos rodriguez,692230,,carlos-rodriguez
carlos rodriguez,692230,,carlos-rodriguez
carlos rondon,821084,,carlos-rondon
carlos salmeron,829738,,carlos-salmeron
carlos sanchez,801522,,carlos-sanchez
carlos sanchez,800176,,carlos-sanchez
carlos santana,467793,2396,carlos-santana
carlos santiago,817368,,carlos-santiago
carlos severino,827423,,carlos-severino
carlos silva,400067,973,carlos-silva
carlos tavares,808235,,carlos-tavares
carlos tavera,679857,,carlos-tavera
carlos taveras,829056,,carlos-taveras
carlos torres,448614,7624,carlos-torres
carlos torres,448614,7624,carlos-torres
carlos vargas,672841,22915,carlos-vargas
carlos villarroel,821803,,carlos-villarroel
carlos virahonda,808024,,carlos-virahonda
carlos zambrano,407296,305,carlos-zambrano
carlson reed,694788,sa3022793,carlson-reed
carlton perkins,813855,,carlton-perkins
carmen mlodzinski,669387,27572,carmen-mlodzinski
carson benge,701807,35177,carson-benge
carson coleman,679693,,carson-coleman
carson demartini,701831,sa3025198,carson-demartini
carson dorsey,805955,,carson-dorsey
carson fischer,831572,,carson-fischer
carson fulmer,608334,18311,carson-fulmer
carson hobbs,814481,,carson-hobbs
carson kelly,608348,13620,carson-kelly
carson latimer,802502,,carson-latimer
carson laws,830894,,carson-laws
carson mccusker,676812,33098,carson-mccusker
carson messina,703566,,carson-messina
carson montgomery,691000,,carson-montgomery
carson myers,816362,,carson-myers
carson palmquist,687223,31612,carson-palmquist
carson pierce,804544,,carson-pierce
carson ragsdale,685068,,carson-ragsdale
carson roccaforte,811287,sa3022825,carson-roccaforte
carson rucker,813620,,carson-rucker
carson seymour,693313,30084,carson-seymour
carson skipper,702297,,carson-skipper
carson spiers,686730,27685,carson-spiers
carson swilling,691018,,carson-swilling
carson taylor,694930,,carson-taylor
carson tucker,691020,,carson-tucker
carson whisenhunt,687931,31676,carson-whisenhunt
carson williams,700246,30038,carson-williams
carter baumler,691945,,carter-baumler
carter cunningham,701860,,carter-cunningham
carter dorighi,826163,,carter-dorighi
carter graham,807728,,carter-graham
carter gwost,836075,,carter-gwost
carter jensen,695600,29478,carter-jensen
carter johnson,815793,sa3025203,carter-johnson
carter kieboom,666198,19958,carter-kieboom
carter lovasz,801921,,carter-lovasz
carter mathison,701296,,carter-mathison
carter rustad,686811,,carter-rustad
carter trice,807714,sa3022661,carter-trice
carter young,677356,,carter-young
casey anderson,814783,,casey-anderson
casey hintz,808750,,casey-hintz
casey kelly,543391,9174,casey-kelly
casey lawrence,596271,11121,casey-lawrence
